Questioner.Quote.Offer,Lender ID,Amortization,Status,Month#,TopicCreatedOn
585da84a-8ec3-413e-a304-eb3eb116dd023618287e-6975-4dd2-9933-a9fa278233a646bfac2e-22d7-490d-b500-a437b6ad3d35,83,Variable,1,8,2018-08-05 10:45:10 GMT
9225d24d-128c-4da0-ae84-3c135dec71ee4fbb8307-71e5-4b66-8cec-668ac16d5a624e4b0a47-a358-42ac-b6cf-264a61fd2a73,232,Variable,1,8,2018-08-06 16:00:40 GMT
65abb7b2-423b-4508-a9e2-7252953df59ff64a0d1e-7054-4a67-85e9-445e5fcb031c2c1e9ebf-e6bd-4298-a637-65563ff35c5f,136,Variable,1,8,2018-08-06 16:01:44 GMT
cd2d10be-4995-4e14-a8ab-509351d13ef6ebb6ff1e-b3dd-4633-b819-74843f4691eb4e4b0a47-a358-42ac-b6cf-264a61fd2a73,232,Variable,1,8,2018-08-06 16:09:27 GMT
7c78a87e-25c0-4bae-8909-a264b6fd4f3b44b0c759-e2a2-4db1-a514-dd9f0225069c8bf786cd-7ed3-4f1b-b122-7b73e576ecdd,83,Variable,1,8,2018-08-06 16:18:04 GMT
187d9ecc-795f-4c88-b4f4-063a0e32209a47b9bfc4-320a-4d7e-a647-b07fd2e5cacc40948f12-ce62-4950-859f-cc94b4ea62e9,136,Variable,1,8,2018-08-06 18:57:16 GMT
187d9ecc-795f-4c88-b4f4-063a0e32209a47b9bfc4-320a-4d7e-a647-b07fd2e5cacc26663cf2-6d26-44e1-8b63-643c1c19a35f,232,Variable,1,8,2018-08-06 18:58:57 GMT
b5a79449-6626-41ad-9f22-e9d66ba13b2e09541f9e-dd18-474b-b38b-5454f3f2df4cdc038148-d2e8-4ade-981c-9ae13d2b9d4e,232,Variable,1,8,2018-08-06 20:09:04 GMT
fe8bfbbb-5bc8-4410-8ca2-12f118b69781729c19f8-9cef-4d4a-a451-313e2bfaaf15b4f88ec3-5d7f-4dba-8957-5bee0cb79828,83,Variable,1,8,2018-08-06 20:42:03 GMT
6dafe6b7-e97f-4619-bedd-50d26d5a330414083489-38d9-44f0-b2dc-fabf8dc3edb123a6f9d1-24c1-4d31-8269-6b34fd4fd382,83,Variable,1,8,2018-08-07 17:38:05 GMT
debd39b0-40c0-4e80-a2f1-f38455412a918e973b20-9b1e-4935-93db-79d5fcb02fc11a30a268-ce2c-455c-96fd-432bc502bf76,136,Variable,1,8,2018-08-07 19:42:48 GMT
38371f20-62be-4cda-9a40-239e50b954ad45b1c702-b353-4ce8-88e8-1ef851f4d9b6027f41a9-ac28-4602-99e6-bd43d32358ea,83,Variable,1,8,2018-08-07 23:39:12 GMT
f10d67fa-9c3a-4da6-8078-e8f95f60a00fbda2316a-f139-4d5e-8ff3-fd70c131941c8dbda274-a45a-4cd4-b45e-582c095e6996,136,Variable,1,8,2018-08-08 14:51:36 GMT
83e9eb28-1465-408d-8155-c283d753700e5d983d1c-b9bd-4a19-b5dd-703f9434a78761255c34-b86b-41d3-82d3-23b89ce69dba,83,Variable,1,8,2018-08-08 15:08:29 GMT
408827c8-005e-4b5b-9564-c101e560adfa94e7ddc0-5e8b-42bc-ab82-dbf87def7cf11e7d07c8-5aef-4542-917e-520252ba94f8,83,Variable,1,8,2018-08-09 04:22:22 GMT
619c1135-38e8-4fa1-975f-4a0d6914ef8607092eb8-a494-4314-828d-fc337dd84ab5c27337b2-83e9-496e-87e8-670bba41f1f6,232,Variable,1,8,2018-08-09 05:03:54 GMT
408827c8-005e-4b5b-9564-c101e560adfa94e7ddc0-5e8b-42bc-ab82-dbf87def7cf11e7d07c8-5aef-4542-917e-520252ba94f8,83,Variable,1,8,2018-08-09 05:06:11 GMT
cf757c6e-6228-452d-ae30-8cd7046810ce2c0cc850-a689-4f31-9a39-3a696ed151ee5ed44fd2-33a1-4301-a1ee-d2e8f2cefb1c,232,Variable,1,8,2018-08-09 13:43:35 GMT
f2fedc6e-edd2-4892-974b-0807314a9b407da2b7df-65e6-4b75-98d1-3149bf1775a372049aa3-8bda-433e-8fb2-d929415bec31,165,Variable,1,8,2018-08-09 16:47:20 GMT
024292e2-0bc5-4e6a-97e7-7b7a24f9919103bdee71-b20c-4e7b-91ef-ab6dda97406f76ca85ed-297f-47b4-972f-11b7b59ca895,83,Variable,1,8,2018-08-09 18:19:45 GMT
65b2868a-ca97-41c0-8d60-134bb31897e3c8738427-d510-4b69-84cd-a813fd6f94e95f015a62-c95e-42ba-99e6-6c7c2dc90651,83,Variable,1,8,2018-08-09 20:51:50 GMT
174f4bf8-db2d-402a-9650-1b671f7ba46cd0368a2d-3730-40c2-b82e-19c652e94e4a442ced4c-4d21-4912-84fa-a07a667faf9c,165,Variable,1,8,2018-08-10 11:35:13 GMT
89584b4d-36a6-4d7e-8692-aa582ce404d91eee98eb-6ade-442f-a406-2002f9ddfc721e1ce84c-f43d-486a-82a9-6caf08b5b3f5,136,Variable,1,8,2018-08-10 16:52:46 GMT
e224d5dc-e693-4338-9dfd-fcf17261d9690736a811-ba90-4444-9004-0af6095a693cab179583-21ae-458f-8651-2057952b5ef8,232,Variable,1,8,2018-08-10 19:20:35 GMT
03911eec-a986-4d49-be52-07c049d8ddd906f41918-834f-4930-b56f-b9b606ae71b4fe9ffd40-eb13-401c-a130-a71b9cab928e,232,Variable,1,8,2018-08-10 19:31:39 GMT
fa27fe5c-bc76-42a4-a27c-b712a9811ad0e8c307ee-152c-4c8e-b0bc-22dd6179a1acf9c9424f-3793-4311-9d06-258ba844904e,83,Variable,1,8,2018-08-12 21:54:56 GMT
e0bee748-91b6-4ad7-b232-f8078e24e8c56f876af3-e53e-4709-b466-cd576277c4f45dbd0a0c-bd30-46c0-ab35-714d1d3d73d6,136,Variable,1,8,2018-08-13 02:35:00 GMT
1b6ad778-04fa-49e8-957f-27518ab98a024960b073-1735-4b33-99b1-94f15053b0c962fa71d0-eca2-4e77-8544-ab2d9cc7a957,136,Variable,1,8,2018-08-13 11:27:48 GMT
9ef4fc04-f91f-4a50-bfe2-af058c50c98ee5e68eb8-5722-4088-99d6-1152b3ccefb02cf18fe9-d789-46cd-a434-ab3741972f24,165,Variable,1,8,2018-08-13 11:37:24 GMT
9ef4fc04-f91f-4a50-bfe2-af058c50c98ee5e68eb8-5722-4088-99d6-1152b3ccefb02cf18fe9-d789-46cd-a434-ab3741972f24,165,Variable,1,8,2018-08-13 11:37:37 GMT
a735b98d-9c46-440f-8767-892d38bffd366b731774-f424-4270-b39d-f8d7d31100bd62fa71d0-eca2-4e77-8544-ab2d9cc7a957,136,Variable,1,8,2018-08-13 11:46:15 GMT
a735b98d-9c46-440f-8767-892d38bffd366b731774-f424-4270-b39d-f8d7d31100bd62fa71d0-eca2-4e77-8544-ab2d9cc7a957,136,Variable,1,8,2018-08-13 11:46:42 GMT
0ca62c64-2cc3-4080-a71b-5ccc0601ff53e514f1bb-c3d9-4204-ac87-7ae8fbf2fbb064fc7819-e223-46cc-afb8-d0a1b46f4d42,165,Variable,1,8,2018-08-13 12:15:51 GMT
b0f4925d-79d1-4780-9d56-f884770f6880536c49b5-04c9-444d-8c5e-7f19eaeda992426e7611-0308-4b56-b2e0-7d03c7d88f8a,83,Variable,1,8,2018-08-14 12:45:38 GMT
5a6177bf-ef9f-43da-8703-173152fe072c582f14cb-c35a-452d-8c52-55d8907de56397c069c6-6cbf-4aae-86d8-905e683d3689,232,Variable,1,8,2018-08-14 14:59:50 GMT
5a6177bf-ef9f-43da-8703-173152fe072c582f14cb-c35a-452d-8c52-55d8907de5631826ff35-74a4-45e7-85c3-98bb4808e3b7,83,Variable,1,8,2018-08-14 15:01:05 GMT
a38d392b-70d7-4c95-a4b7-fb6c7c8177f839a2279d-45ea-443a-98f7-f49e5cc72a6be4b30c42-177b-4eeb-a6ef-a05de1fe8854,83,Variable,1,8,2018-08-14 15:18:23 GMT
343c9d9c-7769-47f2-a6cd-3f4859298363dae34330-e77e-4102-aabb-ebe631ab7b3d75018be8-dbfe-489b-bcfb-84278e545e4e,83,Variable,1,8,2018-08-14 17:17:58 GMT
95e45ff5-4a88-4c89-b2c1-1170a537be5c17167092-f7d3-40d9-a81f-5ef011c12b225c1875d1-89e8-47a6-bbc3-4ca4b67c57d7,165,Variable,1,8,2018-08-14 18:38:23 GMT
74fe8cf3-0def-4013-b1ae-1e6002dfbe4ddf43b9f4-cc72-4cac-af2a-e8ab551f71e148c9df89-d849-46a2-81ba-94d6b4cee51b,83,Variable,1,8,2018-08-14 21:15:55 GMT
d13265c7-329b-4be2-bf26-5a745eec636ba007ef95-8709-4e54-b881-a76aa23cd0f8445c1507-d74b-476b-8691-fedbc4f000c2,83,Variable,1,8,2018-08-14 21:20:16 GMT
4917b3e2-f38f-4923-86a2-bd70e3dd01f265c0f5de-6f6b-4d4b-a61e-b6138e1783a7bea92bb4-9089-43ee-9fc0-c5e17bc066ae,83,Variable,1,8,2018-08-14 23:15:10 GMT
b514b630-fa7f-4e21-80c9-ef50e0c992e135f55637-00d3-4cc4-a267-446b15fa5051b6dafc55-9303-4bce-944a-b854fd722249,83,Variable,1,8,2018-08-15 00:12:06 GMT
fb8b5e9b-3e38-4f90-b79b-2765bf3c5a176ed5cb56-011e-48ee-8aa1-c6f0c04155e8117a436d-80c8-42c9-83f5-42e1d551ef92,83,Variable,1,8,2018-08-15 16:27:50 GMT
a5547b0c-21ea-4526-b2a8-747e734eeb199b6d0a39-2e07-4602-815a-e14ce461097adc1a0370-0d43-4d9e-8d40-3362b89aac8b,232,Variable,1,8,2018-08-15 20:42:19 GMT
57f56928-4ee9-41cc-ab15-2682c1251bac871d18a9-48f2-4a15-8a9d-e6dd86f7f2e2805696ed-adf7-410b-a519-5689cd8098fe,83,Variable,1,8,2018-08-16 04:36:23 GMT
d3ea3085-b094-4071-8e30-1baa3293e21613105d0f-83b8-4d5e-998b-4aa0c940d2df49ef0cea-68ad-402d-a1d7-ce89b7db912a,83,Variable,1,8,2018-08-16 17:06:57 GMT
781eafc6-c731-4682-a89d-880fd2a01487d36f37d0-abbd-4e9d-a577-cf676bdb3b137516bb52-e22b-4aee-b221-5c97693705f3,83,Variable,1,8,2018-08-16 18:54:59 GMT
d18ff8f9-4070-4d19-801d-0300aa311eeb09fc0e78-80fa-40ee-97b1-97fd06766321691f596e-0361-42c5-a124-cc93caab6f47,83,Variable,1,8,2018-08-16 19:37:14 GMT
b3c75ace-daf1-4f5e-895a-a7a14272c1b03399f9d0-de19-4924-a189-88e42d12a973ba393822-cc1e-49db-b2e2-55803513f610,83,Variable,1,8,2018-08-16 22:20:39 GMT
19b31103-57ae-4edb-9061-3cd4869fdc72a15ed85e-1381-4cf9-990a-0c89e7b9f30e81f4bb55-3dd6-43eb-871e-adf4d14ce435,136,Variable,1,8,2018-08-17 12:28:02 GMT
26efd847-ce51-4153-b3ba-b06c8f62bda0843e5ac3-22ea-4d51-a4b5-44d59f9e317fe477d002-1ed5-48ab-925c-cd834a290069,83,Variable,1,8,2018-08-17 13:09:52 GMT
7a7cc2fa-a24d-4ee8-bda8-bcdb4e13bf77d53ed982-f568-4ad1-879e-0c5b3959b2b6bb6403f0-afb2-4b4c-8ecc-fb0ee400c415,83,Variable,1,8,2018-08-17 13:11:53 GMT
e48455cd-0fed-490f-93a0-98e9d4a49cbf13544479-6c81-4dca-a63f-462ba6783a84bf2c8674-7607-4693-bd20-83e71edd6405,136,Variable,1,8,2018-08-17 18:00:39 GMT
bfbbe001-95de-45b4-ab79-20b7d8b761cbc3eda9bb-6d38-48b3-9888-a7d33bb0218e1e9bc1ff-0675-4846-bd77-83cfad3114d6,83,Variable,1,8,2018-08-18 13:28:09 GMT
b8c98dc9-e311-4a39-983c-c768870b43faf8c17b78-d7ee-4b5a-86dc-75cfe8e461949d4605f0-cb96-40b1-9409-2d00fcff9c91,83,Variable,1,8,2018-08-18 21:09:22 GMT
e72135d9-5327-410e-a711-1d3213c8b7309c77a1f1-fc6e-4f29-b14f-d5b05e37e8620e2155b4-23f2-419e-899b-c4817fd69a60,232,Variable,1,8,2018-08-19 03:17:20 GMT
a34afb22-d652-4ca0-b1df-e5d556b9b04cd7d273f9-3b50-4ffd-92ed-655be331b57e39cc5d8c-6e83-4750-b3ab-1203a2f1fddf,83,Variable,1,8,2018-08-19 03:24:27 GMT
a01de718-38db-4389-ae1c-271ea1d7319b9f2246f2-3859-40de-8340-c5307dd90c9b8e98a4c2-a49e-4ee5-bc79-8938dac52d0a,83,Variable,1,8,2018-08-19 11:17:10 GMT
1c6004e3-379e-41ca-abd6-680a9159c0d53a0e2313-5fe7-4090-bcfd-36854879db4fefe364b0-1ef7-4ff5-b6cf-e49177605b18,83,Variable,1,8,2018-08-20 15:06:30 GMT
1b12e8bc-cf50-412b-b943-693a0135e7b0373cc0f0-fb9b-412c-b4ec-86cafcc86705a2e49883-4c61-45f2-8d1d-5be5890a2c78,165,Variable,1,8,2018-08-20 15:51:32 GMT
1b12e8bc-cf50-412b-b943-693a0135e7b0373cc0f0-fb9b-412c-b4ec-86cafcc86705d4a5b619-4d7b-4c91-a6c8-b3d2f72bbcfe,136,Variable,1,8,2018-08-20 15:51:54 GMT
f471cddb-aae1-44e1-bd59-65a5fbb51adf7d98c89f-672d-4688-904e-fbe4c55d1ac37e091fe6-bca8-41a2-babd-1a5192d983b2,136,Variable,1,8,2018-08-20 16:44:22 GMT
10e98400-d6fa-4b5d-9c7c-6d69959582274ecb3fe3-574f-4409-8a2b-becf1dbb40058f30b91e-aa14-4514-8a76-88c19aa87e77,136,Variable,1,8,2018-08-20 18:44:23 GMT
4fa19112-d747-42df-80fd-9789c28ea614d4337399-dca5-4aac-9b59-bb8aabd562461c4bb421-e15d-4d0e-9418-e3c6c7048578,83,Variable,1,8,2018-08-20 19:20:58 GMT
b442ebb4-36b3-4221-a791-94d2678b5aa12d1bbd83-557a-4f19-9b77-405bef6a5f8a90f894c3-b058-4873-8468-840788710362,83,Variable,1,8,2018-08-20 20:51:59 GMT
00ed4735-ca98-4963-946e-d7bf75b50ccda0067168-d5bc-47e1-b834-255b378dff4275132792-4830-45fa-b63c-cfa0e90689fa,83,Variable,1,8,2018-08-20 20:57:14 GMT
e94fddbc-799d-4980-8eb1-5b2ea3fe8dee635c6bd7-b363-46ec-8dca-39c27929f8b1ef4e58a0-2086-48b6-a8c5-4a29dd15b699,136,Variable,1,8,2018-08-21 07:41:16 GMT
4466fa2e-7b4d-4de7-aeb0-ef1abf42cf2a013fb334-4fe5-4c46-bee0-c219929b01307b48aaec-982f-45b6-8fcd-a41ad1cc335f,136,Variable,1,8,2018-08-21 09:23:52 GMT
4466fa2e-7b4d-4de7-aeb0-ef1abf42cf2a013fb334-4fe5-4c46-bee0-c219929b0130b6553599-377e-417f-8545-a3e091c8d5bb,165,Variable,1,8,2018-08-21 09:28:18 GMT
b5cdf0ad-938c-4a9f-89b2-cb4f333c7a288a9342ae-1e21-41e6-a7e1-658319156f1a49b54569-3175-453e-aceb-af524b6792da,83,Variable,1,8,2018-08-21 15:09:54 GMT
58d45b2c-10cd-4ea8-ae4f-3f4d5bfae9e1d743bc00-06b8-429a-b353-75a3bca81e39116dbf70-a44a-4ebb-a84a-0c83a768ec6e,83,Variable,1,8,2018-08-21 19:10:11 GMT
40de336d-503a-4cf6-97d1-73862f1fb59e720b9cac-5f93-4072-afb2-e79886101a34947598c5-b86b-4971-9d5d-ef99d1b6f92a,83,Variable,1,8,2018-08-21 19:16:50 GMT
7c214f9a-5393-4c83-97da-568a5e9a1ad7b2504bee-f97f-4614-a239-775eb5d1170348554e30-fb97-4ffa-be84-e198da6261ca,165,Variable,1,8,2018-08-21 20:52:47 GMT
546e0fcc-c28d-4695-b755-be41bc91196bf59e7e21-69cf-4dfd-bbfc-4d8f170159c032c1d754-7a55-4e9d-8271-159cd95b2962,136,Variable,1,8,2018-08-22 00:49:09 GMT
646c7887-e58b-4f22-a75b-668a0e3f62babc331519-15e4-4e8c-be05-079863bf1f5a0afabeff-f243-4ca0-a4ae-3a2dd1ea5097,232,Variable,1,8,2018-08-22 14:29:36 GMT
eb1d3563-0770-44dc-99ce-7fe4d933339961c66008-d01e-4239-8dc5-50959cdc26978723b886-f51b-4c10-b0f7-b1b314319f01,136,Variable,1,8,2018-08-22 14:55:51 GMT
560feb34-5fa5-45d0-a215-421c03114d99a53a4b92-3cc2-4747-8dff-a348910fe171ff6ba4a7-0732-4f69-a451-770199febfb9,83,Variable,1,8,2018-08-22 17:16:58 GMT
4d35e9b7-d989-49b2-9b7d-8fdbe0b2b473f621f92f-abdb-461c-b8d4-cd70321c2321804b853f-52ad-4190-9214-a7a2dd7d9aef,136,Variable,1,8,2018-08-22 18:15:51 GMT
4662e936-94b4-48d9-99fd-073fc25d5db829e37f43-4c1b-4c76-95a4-452471fe96c1aa2ab671-ba10-4715-ac20-770b5ae2d4d2,83,Variable,1,8,2018-08-22 19:49:59 GMT
562586c3-42bc-4a7b-a857-0592603f3ddbf8617d24-783b-4d2d-b201-878aed785803e0a8cf31-7804-48ab-b5a8-96dd1ad4a01b,83,Variable,1,8,2018-08-22 19:58:33 GMT
abadb089-aa9d-465c-8a17-474da30c629ae6117184-e475-4f1a-82d6-2a31768e060f9738e147-860c-4ab3-816d-41b8da720098,83,Variable,1,8,2018-08-22 20:10:35 GMT
4bddbd3b-9301-4b18-93dc-93ebd2bf660eff013bfc-72cd-4432-8c2b-8d5ba2988fb19f25190d-5ebd-4b3d-8de5-0db3988c24b4,83,Variable,1,8,2018-08-22 21:32:55 GMT
0a1dcbec-ba1d-4f6c-985c-c34283940967172a8984-ae1c-44f4-883e-a5132b55dcaa37a655d1-4927-48e7-ae7b-b7c98c3bc8f0,83,Variable,1,8,2018-08-22 23:08:32 GMT
dc337226-34c5-48a7-ae82-ef32f812c05af4f4970a-a920-4e7d-99b8-f45d1e6b8abbcd79fdd5-c7d7-4991-bb24-25bdafa3d028,83,Variable,1,8,2018-08-23 02:12:35 GMT
2eb4acc7-397e-4a07-a6d3-7680f3d5276084feab85-409a-470e-be98-ecfa1af23b2d610e7d5b-3d13-481a-83ba-63a947e7ad54,165,Variable,1,8,2018-08-23 02:57:54 GMT
2eb4acc7-397e-4a07-a6d3-7680f3d5276084feab85-409a-470e-be98-ecfa1af23b2d1107d50c-246a-42fc-8b56-1777a24fa1f2,136,Variable,1,8,2018-08-23 03:11:54 GMT
5777075a-db2e-464c-9514-db3fd0cd3b93d6b171f4-3bc6-486b-a04f-823083e3c281d2b6943f-44d5-4505-a431-ad3378ccbbc2,136,Variable,1,8,2018-08-23 04:00:55 GMT
0e2855fa-2ff6-4c94-a864-4540bb9a426de383fd92-1125-4059-86a2-f8dc6a7ae2bdb0b9fe22-269d-4366-9fac-bafa7c0a4a15,232,Variable,1,8,2018-08-23 07:39:36 GMT
5ac456d4-0c6f-4fa3-a4d8-60a287d59fe20551c86d-661d-4117-8575-57baf20ae1813ae3e80b-d71f-49c9-8e49-a18984de605d,83,Variable,1,8,2018-08-23 13:28:48 GMT
4d7faa24-ba66-414e-95ed-f39675bd5e0a65199855-eab8-4c05-85a5-ead99a61846c8cea4ad1-7f04-499c-94ff-e9ffb9cf259a,136,Variable,1,8,2018-08-23 14:12:20 GMT
aaa792fa-024f-4a5c-ba68-c53ceb9ff0fd59b49813-8dcd-457b-b89a-aa4ee6ac6f5d605ef968-7ddd-4287-a9c6-9cd54e447af9,165,Variable,1,8,2018-08-23 14:41:59 GMT
e17b2913-b29d-4a05-be06-3653cfa40baf0b517dc1-90bf-4231-bb46-bab080af264fbfb52929-627e-47bd-b895-5b1aadeaacda,83,Variable,1,8,2018-08-23 15:27:01 GMT
a9d7fd0e-4b6b-4437-9756-82ce86fca6ee8dcad6c4-cff0-4bbd-bfa4-32f40a8f22e262caa678-20b6-4fb2-94e2-b7264fee56f6,165,Variable,1,8,2018-08-23 17:10:45 GMT
7d06344e-8945-4de6-b5ea-3d79baa4075f92abc8fb-4ea5-4158-af15-b0c190ce52cea3ee3856-fc90-4852-8204-1eddd7a4ccb6,83,Variable,1,8,2018-08-23 17:36:09 GMT
1f028009-e72b-4a93-8a1d-5ecac05e53afaf60d35d-27c4-4583-bcd4-746b874dcbeb8e10efe3-018a-46f8-8120-73d321695c95,232,Variable,1,8,2018-08-23 19:03:21 GMT
27f80c7f-b528-4903-84c7-fd1b86c8c8f5206fd548-5bd1-403a-854a-dadc682c6e796d5cf51a-e839-4588-b7ac-443e19803333,136,Variable,1,8,2018-08-23 19:30:39 GMT
3e9901ee-9568-4c56-a683-a55f857a1568d8d308ca-b5ce-4083-a5ac-170899802e7223abd944-7758-4df5-b4aa-7a89d153f845,83,Variable,1,8,2018-08-23 20:44:40 GMT
a0c6bb5d-e8a7-48c7-bc2f-82cad312d81a39a2e405-4e26-42c1-a51e-1c269609ac19753f2c8a-a06b-442f-a720-5ffed9af6972,83,Variable,1,8,2018-08-23 22:41:02 GMT
a3864f54-0d73-4774-be83-ce6eb25d69c4f87fc431-703f-4c80-ba4b-e2c206550e8559e3e3ad-f712-473d-ad56-ba95b22efc24,83,Variable,1,8,2018-08-24 07:51:28 GMT
351a8b57-eb37-4dae-825b-07e8e98cad9e27eeb84e-fb40-4749-8555-95f194b506ff4e033730-3302-4b6d-b6cb-0b43e22426da,83,Variable,1,8,2018-08-24 15:16:53 GMT
3be3bb33-f907-4c0a-841e-5c612d9146fde70e14ce-e2a3-4d7a-82b6-02acc6ce30d411666654-229f-4b56-a907-2ede820fc86d,83,Variable,1,8,2018-08-24 16:28:17 GMT
fd41178c-7781-4e22-b51e-3ef5e2f5a0bb8fbf3004-6ccd-450d-890a-5fdb924c9ec9a841ba80-674b-4691-b4da-ddd1e7f45ea4,83,Variable,1,8,2018-08-24 17:22:41 GMT
727a7bcc-89b1-42d7-a786-c2a4ce13521c60476778-65f7-484a-9e85-96fcd227ba8e7ba84527-53dc-4516-ae3a-6d7085efeadc,83,Variable,1,8,2018-08-24 18:35:10 GMT
241dd941-de87-4334-9cf3-d840116299ea73bdb4d6-9322-44c5-b265-48e05eb46823a8124192-c637-4b13-9fcd-a34f96fb4460,136,Variable,1,8,2018-08-24 22:16:24 GMT
241dd941-de87-4334-9cf3-d840116299ea73bdb4d6-9322-44c5-b265-48e05eb46823c7100ce7-8ba6-41d1-ae10-c28778f280c8,136,Variable,1,8,2018-08-24 22:17:17 GMT
9def1726-c75a-4c5a-bebe-97d49232e1e979e3331e-9379-4bbe-b8f2-a0518ebb5034b1e5980e-df02-47cf-95ac-fad36edb28e5,232,Variable,1,8,2018-08-25 19:22:28 GMT
023872e4-d1e4-4455-bc17-ddd43948c35c6843559b-f7b6-4055-a47f-6dedcc909c18f55b25de-3342-455c-a0bb-0b99719436b6,136,Variable,1,8,2018-08-26 09:35:41 GMT
ea24d6f7-a178-4dff-82f1-0c31b30876f066e55f71-97ad-4ddb-a8ce-6bd95e5a5aa53b022666-d448-4581-a281-b36cd91e90f8,232,Variable,1,8,2018-08-27 13:34:12 GMT
8443deb6-cdd8-47ac-afea-c431ee6a3bdccb373c1d-b470-4a49-80f2-3402d90f357d0e887fdf-13cf-4762-95ca-10b3beb115c2,83,Variable,1,8,2018-08-27 14:41:46 GMT
bfa8b28f-c7ba-488b-b77c-60cddef5d21548dfdf9d-3e13-4752-8378-b28135b398229490068a-3562-4e89-aae9-409f83095b79,232,Variable,1,8,2018-08-27 17:33:11 GMT
a0c64811-1576-4b29-85c2-41a76ea61b897d1bd732-4d70-4b6c-a288-65ce6e3a96eeda12270c-c6ee-4949-a6f9-2a33734fc0e1,136,Variable,1,8,2018-08-27 17:47:08 GMT
bfa8b28f-c7ba-488b-b77c-60cddef5d21548dfdf9d-3e13-4752-8378-b28135b3982293399abb-75c1-492e-9e9c-3e4a0c90b1d9,83,Variable,1,8,2018-08-27 17:49:44 GMT
d39c86d8-27a0-4212-b22f-8117f371ee60ae0183d2-4da3-4209-ba70-cbe751f71b0bd99eb083-d35a-4965-a6e5-460482ac754f,136,Variable,1,8,2018-08-27 22:42:59 GMT
1d91979a-60a8-4b48-8d54-91cc59582d3867a43395-5d94-4588-aacd-2a747bad83d4deb01099-f910-44d6-b35d-e358214c1fbe,83,Variable,1,8,2018-08-27 23:10:49 GMT
1d91979a-60a8-4b48-8d54-91cc59582d3867a43395-5d94-4588-aacd-2a747bad83d49dc25d89-b3ad-4ba6-8830-f164d777db5d,136,Variable,1,8,2018-08-27 23:11:34 GMT
19ff609a-f912-48a1-9b46-39d1db8049eb0bcf267d-282c-46a7-a865-a8d43449efbda3881d30-35f8-4083-ae2f-398070eba961,232,Variable,1,8,2018-08-27 23:54:35 GMT
19ff609a-f912-48a1-9b46-39d1db8049eb0bcf267d-282c-46a7-a865-a8d43449efbda3881d30-35f8-4083-ae2f-398070eba961,232,Variable,1,8,2018-08-27 23:55:05 GMT
8a3ebb2c-8f6e-44e2-b7bf-761bef52d21e796a531b-3b00-495e-af2e-f7e09d8bfe4130f62ddb-6cf3-40e4-a181-8e072ff1ff03,83,Variable,1,8,2018-08-28 13:04:50 GMT
dc1b47f2-1829-4b7a-be07-8830f077efce8960bd83-893a-448c-8b3d-01ba9952ed429591c273-5d34-4ee0-9b67-a2c9ce3e4c08,83,Variable,1,8,2018-08-28 16:08:20 GMT
b7918a55-8ce4-464b-b8f6-e652ca446ff323cb7c20-799f-44e2-95e1-875ef7aa589fd402ae43-b9a3-40d8-a5c4-261d835fa5d8,83,Variable,1,8,2018-08-28 17:13:59 GMT
24bffeb5-6130-4492-96d3-92cbe9d1daefdb4d57d6-3ddf-4cca-9077-aca86f7975dd5038b24b-aa69-4145-a633-b3ecf740dd65,83,Variable,1,8,2018-08-29 13:54:57 GMT
b1cf02df-d662-459d-b0b7-731484f5e4e7a76b0edb-f72f-4161-8054-0e2461c7f1fee5c0fa3b-83d6-490b-9687-531940aad411,136,Variable,1,8,2018-08-29 16:10:28 GMT
e238d55c-2270-4f70-974e-d734e1469320f7def354-3df7-4739-9239-4f02bf5534eb5a776321-456b-4ad2-abf1-5f201879021e,83,Variable,1,8,2018-08-29 16:20:57 GMT
a74fe728-5314-448b-8420-b50f6192e53411f40808-3a15-4104-bf60-edb7ff1108d40bc3c34b-3cec-42e0-9854-20a8177ff325,232,Variable,1,8,2018-08-29 17:49:34 GMT
263beda7-ff6c-45e5-9b7a-0711d50d02aca510b5c9-e96a-4fd2-8925-703eb5b34ec597d29bc0-42a0-43a9-aef4-66d47444dca0,136,Variable,1,8,2018-08-30 03:23:27 GMT
dfcf163f-f8d4-4cd5-87a3-6eab03ea237068dc5bfd-ddab-4fe1-a1bd-d81c083e112637d93f41-226c-4084-8c70-2500c6005351,83,Variable,1,8,2018-08-30 17:34:21 GMT
2ca2b2e9-4c81-4e59-859e-59ccab3e36c9e0304b4a-bf32-4e4d-89e3-de8124ddd4a91c1ba459-a6fd-40b4-9bad-60cd12c60f41,7,Variable,1,8,2018-08-30 20:20:13 GMT
20636b91-304f-4785-b4b8-d27d8131429b17e94f6c-e94d-4a9e-ad46-8b81ab3b8c8f67e279a6-e46d-4d0f-9bfe-717d7011051d,7,Variable,1,8,2018-08-30 20:52:07 GMT
78e56cd8-ce63-4dd3-9ba3-e81280a5211c06e9045c-5ae3-4402-b961-34e65699f521a217c496-1c6d-4704-94ec-8f30ce865162,83,Variable,1,8,2018-08-30 21:31:06 GMT
79c6b693-04c6-436d-82fa-57de9f0c75aae67e45df-25fe-4bd9-bee5-bf9d291510d24a193350-4ea9-4f5b-af76-e2f247de5eec,83,Variable,1,8,2018-08-31 01:34:27 GMT
f5a87e38-59d4-4726-8186-0ddd19f6f2227afecf30-cdba-44ee-8b6b-cbd88a5e4276524dc60e-b18c-42fe-9897-4a6e4b7ae111,136,Variable,1,8,2018-08-31 12:14:06 GMT
