Questioner.Quote.Offer,Lender ID,Amortization,Status,Month#,TopicCreatedOn
d1a78890-e76e-4640-9ca8-550644a5ec14c7e5af2d-19a7-46ce-98ef-f8752bffd9d11dcfb4be-a501-44f6-b817-2fcb842e270a,7,Fixed,1,4,2018-04-15 01:49:35 GMT
d1a78890-e76e-4640-9ca8-550644a5ec14c7e5af2d-19a7-46ce-98ef-f8752bffd9d139ab2b29-cfe1-4d42-ac68-c8a97ae98688,232,Fixed,1,4,2018-04-15 01:50:08 GMT
a5908b37-7008-487d-86db-7aa5e05221907e2be09b-d2d3-4757-977e-43158040a7dc52bc69f2-fa78-4782-b9bf-860da633a3e2,232,Fixed,1,4,2018-04-16 05:51:12 GMT
4eb82493-1ae3-4ebd-9d05-ebf2f0e08b29a89ab930-80ba-4a8f-895f-4b6ce289e88a6a690c80-ecaa-4fd0-9712-90a043540fc9,9,Fixed,1,4,2018-04-16 13:18:31 GMT
a1b4f7d3-7ed3-40cd-95a3-0c457eb0f35d82024c2b-5efc-4de2-88ef-d2837e6dfff73d7a7c4a-f852-48ec-9157-15ea922a08f2,83,Fixed,1,4,2018-04-16 18:51:21 GMT
2ef1b7e7-eb44-4d65-bcd5-acdbed78b0baccb7b265-fecd-4ae4-ac4e-75e101af9e9f78ab9690-7929-4777-b669-e91608ffcedf,232,Fixed,1,4,2018-04-16 23:38:44 GMT
2ef1b7e7-eb44-4d65-bcd5-acdbed78b0baccb7b265-fecd-4ae4-ac4e-75e101af9e9f74d91bd2-55e3-45bc-9a51-5f2f29784679,83,Fixed,1,4,2018-04-16 23:40:20 GMT
8a585efa-da40-4dab-9848-3b28b6619fc700bcbac1-9342-4d3d-830f-b09721f5bbfe7aa9727f-b9c7-422a-a5c1-d2ffe18033a1,162,Fixed,1,4,2018-04-17 01:03:49 GMT
e7decb45-ef4c-4989-a831-bd133915eb29da2c726e-1431-4a99-9447-78cea57245c3b6003019-d489-4b9e-afe9-8a04b90758f6,83,Fixed,1,4,2018-04-17 03:27:56 GMT
9a6e611f-c4fc-464d-b548-76848032d34acf97699d-77a0-4b68-8bc7-f09f03f888532158cf42-e45e-4a88-a7ca-b5472d029cef,232,Fixed,1,4,2018-04-17 13:55:59 GMT
b0ca30dc-aa5d-4a91-bc30-9fb7731dd11e4b43cf67-4bb2-49a7-a1d0-beade7385f5a73d5a415-cfb0-43e1-9d0d-dd3d9dbe4dfe,83,Fixed,1,4,2018-04-17 17:10:45 GMT
b7fae51c-e17c-450f-9a54-ec3633829a0ad7f7b682-ec94-4f71-9727-9a892054d87227e8e5d1-c657-4d20-9d90-b8e2bc3f68d3,9,Fixed,1,4,2018-04-17 17:41:26 GMT
1859875d-8e85-40ba-b9fb-5829633e223188f1207e-9102-489d-bfbf-b4fc21f2debc93b987a5-a38a-4976-9870-7d2bc2b944f8,83,Fixed,1,4,2018-04-17 18:07:18 GMT
0c47a76d-f7d0-439f-8e93-f208fc6c812f503a008c-c14f-46df-93e9-8432c1bd84a88843bff9-bc4c-4ac0-ae10-b563754841ab,83,Fixed,1,4,2018-04-17 19:07:05 GMT
2cfcf8bd-8648-4607-b3b5-e70de041fb433f3bf8f4-4b51-403f-ba21-ff4f33161b7672a6e1d1-acec-40fe-b45b-995376b0ae4f,83,Fixed,1,4,2018-04-17 19:52:59 GMT
8f859cdd-7714-4f36-8d8c-1ea8ad78b4644c357e6e-92a4-48e2-ab8c-e40d701cb0e8e1ee71a2-6052-408b-b071-ede5ba35efde,9,Fixed,1,4,2018-04-17 21:21:56 GMT
69cae373-a9e5-4448-bb4a-68d3095cc50a1c68a2fd-2309-41c6-af6f-d1dce2da3e57c5e79b64-1473-4b40-9499-b47b9f4f425f,7,Fixed,1,4,2018-04-18 10:04:18 GMT
69cae373-a9e5-4448-bb4a-68d3095cc50adc03f4ec-16af-4bae-bfef-545acdc2e6e2fe1efd6f-b763-4234-ab2b-babb9ae6de0c,9,Fixed,1,4,2018-04-18 10:05:30 GMT
640eb6f3-2ed8-4aaf-8a06-e6406a05ee003e627951-b96a-48e8-b8c5-4a05dae60f872bbd2ef7-ef14-46cf-8958-89ca3c793e0f,232,Fixed,1,4,2018-04-18 11:49:20 GMT
00e3bdf0-c5c3-433a-a5f1-f2ba391767a54fc9a837-45bb-48f2-8150-2dcf5f82f767d51b96ce-1dc8-49b2-b86c-ed9275d6d1ee,83,Fixed,1,4,2018-04-18 12:13:07 GMT
f3390302-cb3c-4855-bd26-3e749c8f04bb96b99ada-0a82-444c-af27-3c36df6db056888fcefd-f2b6-4ffb-bb74-7e9da05a9375,232,Fixed,1,4,2018-04-18 15:45:18 GMT
1f3328a0-cd26-4486-8eb4-1c9bb062223db1e3c1d5-3d3c-4bec-9009-b238c2a7cdcdd7fa573b-ab25-4820-996c-443c05f78212,232,Fixed,1,4,2018-04-18 20:58:11 GMT
92aef7d2-06eb-49eb-8d63-0f6eba7e0c8338ea40c9-3eec-4115-8329-36b5e6f78ae79df40e74-b7ee-4bfc-b3a5-6832cefa937e,83,Fixed,1,4,2018-04-18 21:25:10 GMT
0ca13d63-30a2-4e18-b15d-bf5c2fbf3f595a5d78e4-45fc-4105-bd52-42cfd7dd8feb1d2cdfe5-5a64-4ba9-90f1-717482d8b178,7,Fixed,1,4,2018-04-18 22:44:09 GMT
7a06454d-5324-4725-80de-598f29ade3259ac678f4-4b2a-43a0-980a-908e2458cb04a9f3cc6c-b5a7-4be5-8a2f-05f8a3d0ed87,7,Fixed,1,4,2018-04-19 01:34:32 GMT
c1531686-7ea7-4ed9-a977-64d67ceff5c54738ab81-c899-44a7-ac66-4584b19aeecad66debbf-8efe-4afc-92e2-1b459821895e,83,Fixed,1,4,2018-04-19 14:23:54 GMT
4257ff14-86d4-4f43-8b21-6b60c5589e87293765ec-c25a-4298-94be-93ed992ff5708416cac1-2976-4fec-a35f-03f9d0cc9de1,232,Fixed,1,4,2018-04-19 14:44:16 GMT
6c3f6332-538e-4750-87e1-9e24204f271bfc701d6d-26e9-421a-b64f-7183dab537f7988dd93c-91ad-4c5a-8c26-100b95bf7f48,7,Fixed,1,4,2018-04-19 15:45:47 GMT
da42549a-01bd-4bfc-94bf-c16f12e6a35d0b157fb6-75b9-4e59-8d77-ce1107eb7a35ae04aa6b-5c8c-4371-927f-03f6c68aa941,9,Fixed,1,4,2018-04-19 17:47:46 GMT
e837f768-1293-49c7-83d0-bc7e33a04855362b7dfe-f0d9-461e-b24e-86ebfa7eb7101db7f45b-7553-45d9-ad18-7d24f5b035ba,83,Fixed,1,4,2018-04-19 17:58:44 GMT
3fc2abe9-b5b1-4d49-a05b-0a5da73ebe850b0c3256-9093-46e1-8743-61ea8c792bf60991659f-4f6e-4273-837f-10bdc74a00c7,7,Fixed,1,4,2018-04-19 20:32:55 GMT
3fc2abe9-b5b1-4d49-a05b-0a5da73ebe850b0c3256-9093-46e1-8743-61ea8c792bf659b355fb-88c5-47a4-a9ef-363289256368,83,Fixed,1,4,2018-04-19 20:33:03 GMT
a7ba1ba4-15d5-43e7-9940-7514c21f75592976a270-092a-4c7c-a631-42e583d2a5b8aa65bea0-675e-4265-8306-b0ae68223239,7,Fixed,1,4,2018-04-19 22:31:52 GMT
187985b5-0a05-48ef-b010-60dbf79ab3f94d059f4b-a051-4ad0-a8f6-2e303d0e8d4ec7362a29-22ba-4f0e-a771-bb3f904cd492,83,Fixed,1,4,2018-04-20 02:32:59 GMT
dde5c855-bcfb-4dce-9d50-9ef7a65fbad1bcac75b6-2c0d-46ae-9af2-6a90bba21b7b595dc8e7-8f72-4ac1-bea9-e6b82238ad52,232,Fixed,1,4,2018-04-20 19:30:19 GMT
dde5c855-bcfb-4dce-9d50-9ef7a65fbad1bcac75b6-2c0d-46ae-9af2-6a90bba21b7b4ae13135-daf3-491c-b2f6-75cdeef39922,83,Fixed,1,4,2018-04-20 19:32:33 GMT
733b2381-b35d-45c8-ba6c-fd8f451a674f3175d589-093a-4419-8508-7dbe3ac2b61e8b0f4781-cdda-43da-b2d8-6fe42693d799,83,Fixed,1,4,2018-04-21 14:38:58 GMT
e317079f-cc9b-4149-9c7a-8e574e5593080fcf7c61-228a-4675-a766-86d289fa37426c17726c-3136-4cf8-884f-58919ddb7d5a,9,Fixed,1,4,2018-04-21 22:18:24 GMT
97982866-6572-445f-8ea8-76842d4b49a155a0f818-9efc-4de2-ab4e-087434d6970ca1f1bdec-b4ca-4766-8bf8-1ccf3d8f93ad,83,Fixed,1,4,2018-04-22 01:34:05 GMT
97982866-6572-445f-8ea8-76842d4b49a155a0f818-9efc-4de2-ab4e-087434d6970c99a73074-8d49-4d57-9051-fbaa77b58205,232,Fixed,1,4,2018-04-22 01:37:56 GMT
b749e34f-8d21-4602-b5b8-63bd8732a216752caba7-7ee2-4c0c-b797-4ed68fcbb197691472f8-4b37-44f8-9844-583e9765c009,9,Fixed,1,4,2018-04-22 16:42:20 GMT
198ee2f7-b2af-40fd-b2ef-0ec43feab4e49caff4ad-ad33-4b67-9395-39273c2bb45076e15c50-c660-4593-af7c-890778fc4889,232,Fixed,1,4,2018-04-22 17:35:50 GMT
f5b80318-bda7-4469-a988-70de8661a1cac8242668-f943-4008-aba1-2105c20067e283d4e3d8-16d0-402c-b0c4-9b22ee8da7b7,83,Fixed,1,4,2018-04-22 18:22:22 GMT
c66a0175-d5ed-43b5-8eb6-40cdfd28ae0a08b485b0-c242-4815-ad5e-d9522d09ee751f727388-db67-414e-a462-f2541309970a,162,Fixed,1,4,2018-04-23 02:00:11 GMT
c66a0175-d5ed-43b5-8eb6-40cdfd28ae0a08b485b0-c242-4815-ad5e-d9522d09ee75d4be9dad-1d83-420f-83e1-d887e3c44d6f,232,Fixed,1,4,2018-04-23 02:00:38 GMT
e6c8e9e9-b655-4430-be07-1f1b0152a7713e8516bb-32ed-47e5-9117-6f9ac1cfd35cba50ec31-38d0-4eac-841f-62934166cc1d,232,Fixed,1,4,2018-04-23 02:54:56 GMT
d67e6593-c8b1-43da-8327-2274bd34973e53f4b951-33d7-4b26-b255-dd15816a84294171d921-09de-49e5-aa19-da5ea5ca205c,9,Fixed,1,4,2018-04-23 17:11:40 GMT
14f931c8-6551-4743-bc17-12fac168a5660c585c05-e13d-4d63-afee-a64c9b0f7d961857bbd1-832c-467c-9e49-517c4668cb0e,9,Fixed,1,4,2018-04-23 22:43:38 GMT
11efb9f6-f713-4fcb-ad95-3ed5a4107502aac93fbb-2fa7-4243-8efb-8e5bbbdd4972430ea550-c4be-4eb5-ae73-62bde2c19bca,9,Fixed,1,4,2018-04-24 19:10:44 GMT
00dbe18d-632f-4772-bf2e-0413c0ac57cc4581f784-9283-4bb5-b718-16cecd4594efc22fec65-9374-4201-95d9-c745ec82f317,83,Fixed,1,4,2018-04-24 19:37:40 GMT
3582f1ea-b5d8-4b16-8c29-c639ed3f5816e4e683fd-0dea-44d7-848d-9be2d998a3853ed4d728-de95-4866-bbbb-9a6236684398,7,Fixed,1,4,2018-04-24 20:39:10 GMT
3582f1ea-b5d8-4b16-8c29-c639ed3f5816e4e683fd-0dea-44d7-848d-9be2d998a3855ec167b3-d908-4836-8ca0-74470d06e39f,9,Fixed,1,4,2018-04-24 20:43:24 GMT
19aef0f5-d31f-4219-a0e7-56da19935a5408d6423b-311f-4741-bd44-fabbccd0735ffe22e6cd-3a79-413b-b85b-61f95d1c0a49,232,Fixed,1,4,2018-04-25 01:27:42 GMT
59a878c3-2a98-4a11-a9cb-f095b79a66c2fd89415e-1b9c-4ff7-9247-3edb15be692e3bb3f152-092a-4ae1-b4f4-02477781b6fb,201,Fixed,1,4,2018-04-25 01:33:54 GMT
a53107dd-d064-4537-bf43-6e421eb2f4a7286b06a1-c859-426b-96fb-192e5f7a4fa0019b97da-7935-4fdc-aa9b-fb731af03469,9,Fixed,1,4,2018-04-25 03:42:46 GMT
452f6c40-264e-44ea-910e-e8883206f56b5cad4d36-802f-44a2-9a72-faf4eef18f60bb2d23ee-8a10-427d-9afa-44b80be79abe,83,Fixed,1,4,2018-04-25 12:27:23 GMT
9ae7061f-f24d-41dc-850f-5d68a1856c17fcc3eb04-8758-4d6a-a60b-a403d1c917bb30de67b2-754a-42c8-8faa-ff3a83b5ca2f,162,Fixed,1,4,2018-04-25 12:57:01 GMT
5239af77-06ab-4f94-927e-08cc654cd4f653b853ee-b175-4104-a71e-91ff593c14551fcaa51a-5aea-47ec-ba7c-75127d94c80d,232,Fixed,1,4,2018-04-25 15:07:17 GMT
e86d4f56-3cd7-4ff3-9d77-767d96baa2bb7f1f9e23-73ea-44d3-ac2d-a92357f8eabf4abd22ee-6ef0-4e2f-accc-3bed5f952686,162,Fixed,1,4,2018-04-25 15:16:24 GMT
539381d1-b62e-41da-b929-ce25b8bfdd0ab8f58861-e72c-4eab-9aca-b278ef9aff8e6ecfa1a6-e904-4ddd-9ccf-254ed4281d90,232,Fixed,1,4,2018-04-25 15:59:27 GMT
5f141275-bba5-4938-b837-b018f1ab32fbc021ebe5-bf0a-4123-ae26-92eacda390edec12096b-f47b-4cc1-970c-1fef09c7161e,9,Fixed,1,4,2018-04-25 16:49:53 GMT
0b827808-54b0-457c-9c08-6624408d39d00b6d020b-8c89-4c48-90f4-8a98b956142e23d173e2-edad-4f84-a9de-862c54d73fb1,83,Fixed,1,4,2018-04-25 19:00:50 GMT
c2a755d9-e4be-422f-9f57-201aeecef62df06800ff-fb3f-432c-a10f-b67e9aa4903ec1edbcae-0038-495f-a8dc-b5537658c953,83,Fixed,1,4,2018-04-25 20:35:27 GMT
c7a3c41f-baf3-47f9-91b7-03f969a5097047000dd5-49ae-4d76-917b-cdb8edcb20a5fc74df03-d9c2-4583-887b-6190130040e6,83,Fixed,1,4,2018-04-25 21:08:36 GMT
716a5963-6a8b-4cb7-84c8-b0e7d413fb0cd2b16e29-5676-4d7e-bc0b-723a9f44e216d06f89c4-8c63-4b63-a09f-efe461b13ec1,232,Fixed,1,4,2018-04-25 23:06:29 GMT
9c3f0e1f-2105-44f3-b34c-a3ecd60e5741f2c4077d-f888-4b87-b317-3a87d7665bfbd7d106b0-7333-4f92-939b-7fd3503dd3a0,201,Fixed,1,4,2018-04-26 04:19:11 GMT
cb0937e6-b8ac-46e0-953f-c215d77be7a843569525-be60-4a05-9d07-4a43f22541e3a5bfd94e-b176-480f-85cc-9335a8fc8379,9,Fixed,1,4,2018-04-26 20:03:14 GMT
73f85ac8-7650-4465-91c5-f440ef15f26f851a8201-af28-4231-9d96-b722498af8e57c53b474-e188-49f0-94a4-8263abe141ec,83,Fixed,1,4,2018-04-27 00:27:50 GMT
d1be1884-bc2b-44c3-8e5a-016d725a91871ee5f6fe-d416-406d-95f0-949926a94e75b8bf21e6-327a-4612-b759-df3448a5b3b2,83,Fixed,1,4,2018-04-27 00:49:25 GMT
5c59b9af-a235-4515-a364-70758a17dab15bfa37c1-c641-4c63-9e2b-b2c33e28bffb81770ded-9aa2-4e59-b721-97cc2cc67e08,83,Fixed,1,4,2018-04-27 12:42:37 GMT
6aa3f6e0-9206-442d-9d59-39791c25f57dff574243-afb8-4bc0-addd-748e766e607b3f1940de-9aaa-4897-9964-efba7bc8e921,9,Fixed,1,4,2018-04-27 16:24:35 GMT
bf1aa5c9-aadd-4433-83f4-143755016190427c0931-bfa4-4a76-8601-f5290434d9d3af544cdb-5173-4f11-a4ee-7a04ad6f0e4c,7,Fixed,1,4,2018-04-27 17:04:11 GMT
b4b68d70-079f-433d-b607-074517553816f9b16c75-b672-4b83-bc83-a78d489d657b43c96cd9-7f0f-4f5f-a8b2-9b52f5af3b1b,201,Fixed,1,4,2018-04-27 17:25:29 GMT
b4b68d70-079f-433d-b607-074517553816f9b16c75-b672-4b83-bc83-a78d489d657b8f7379ef-9073-4fa4-b5b7-4cc9063ad012,232,Fixed,1,4,2018-04-27 17:25:37 GMT
b4b68d70-079f-433d-b607-074517553816f9b16c75-b672-4b83-bc83-a78d489d657b942512fc-5b6e-4b05-8bd8-949c66dab8af,83,Fixed,1,4,2018-04-27 17:26:22 GMT
a3641078-7a64-44db-ae2e-e6481bf3245bd9d3d752-f135-4772-b5db-ea4d3dc820bde8468ff5-2e99-47f0-9976-87fe9eda159a,83,Fixed,1,4,2018-04-27 17:36:03 GMT
a3641078-7a64-44db-ae2e-e6481bf3245bd9d3d752-f135-4772-b5db-ea4d3dc820bd77815c8c-b3fa-4a7d-89e9-ccc7119dacdf,9,Fixed,1,4,2018-04-27 17:36:12 GMT
a3641078-7a64-44db-ae2e-e6481bf3245bd9d3d752-f135-4772-b5db-ea4d3dc820bd6c4b5ae9-ca83-4a41-b2db-b2cb27c6ca33,7,Fixed,1,4,2018-04-27 17:36:24 GMT
6505ec43-d064-413d-acc8-422a36f4582b21747b84-13bf-4d7e-8a11-c0ef2d5f87ba56dacdc1-49ef-42ec-a0c0-6dbb811c52fc,83,Fixed,1,4,2018-04-27 19:55:38 GMT
0246a1d5-a933-4995-8c65-3ecb1cbe6290aff163bd-34db-4e51-8a40-4eaf950ab583e1567180-0b81-4a1c-8dc6-c95226280814,9,Fixed,1,4,2018-04-27 20:15:13 GMT
e78c7141-e3f8-4d84-888c-d84ad3a43976fc543a3a-061a-441a-8f88-3dc98d1fdeb6ab0e2b64-9294-41be-9cf9-a475fedfb502,83,Fixed,1,4,2018-04-28 00:01:47 GMT
87cb9cf1-91a3-4773-97a8-a28784f34aaf77c6c845-2847-44ee-ad19-68334c3f9fc6d0dd91d2-9b7e-4588-8334-05d4333a818e,9,Fixed,1,4,2018-04-28 12:08:21 GMT
87cb9cf1-91a3-4773-97a8-a28784f34aaf77c6c845-2847-44ee-ad19-68334c3f9fc693157696-c269-4ff4-abe6-1a560769011f,232,Fixed,1,4,2018-04-28 12:09:05 GMT
87cb9cf1-91a3-4773-97a8-a28784f34aaf77c6c845-2847-44ee-ad19-68334c3f9fc6d54633b1-b743-4b4c-83aa-f24122009217,83,Fixed,1,4,2018-04-28 12:13:06 GMT
87cb9cf1-91a3-4773-97a8-a28784f34aaf77c6c845-2847-44ee-ad19-68334c3f9fc609158ab5-1cb2-44c5-b0fa-ca3c1233ed34,162,Fixed,1,4,2018-04-28 12:13:16 GMT
9bd004b3-42b3-4f8c-b55a-5c2802254787338b1091-eaa6-440a-b0fc-a37ebf45c704fa6136d9-4334-43c7-ab28-c0ed4106d8c4,83,Fixed,1,4,2018-04-28 16:37:37 GMT
5ec67535-02e5-43a0-b90b-5ac071df3b95444c564d-5d8d-4deb-b146-83d091213eb63319ead6-f461-432a-b8d6-4d5acf387826,7,Fixed,1,4,2018-04-28 17:44:38 GMT
1d664e74-acd2-4779-9b89-94ecfd53725c6863b5bb-bb2a-4b13-8fcd-be74199c70e5d669f586-ab6b-4b71-8a78-68975c34a3fd,83,Fixed,1,4,2018-04-28 18:49:37 GMT
192cefee-73e4-4026-8e6d-e03c77f0899f8a1d4187-4057-4db2-92f1-8237e1ac94c1691ee8a2-7839-430d-a56d-6dc13889b7f6,83,Fixed,1,4,2018-04-28 22:51:55 GMT
5ddf4168-280b-45c1-ad62-cd0d72d982c8f97d9b76-4dcf-488f-9f8a-5ce930f89e1280e4daa0-06d5-4fe9-9a00-31222da54e9c,232,Fixed,1,4,2018-04-29 01:37:22 GMT
5ddf4168-280b-45c1-ad62-cd0d72d982c8f97d9b76-4dcf-488f-9f8a-5ce930f89e12a7e13b85-1424-4889-bb65-ffc87f91d762,83,Fixed,1,4,2018-04-29 01:42:22 GMT
cdb48ffa-7ea5-4b81-b45a-bbfafd0c75591759b66b-243a-4007-8713-b9783630082e988d8811-f26f-4a72-9028-2ff135674f29,9,Fixed,1,4,2018-04-29 19:36:44 GMT
14b2af8e-075a-4379-9b16-07a1c4e3a1e7bd8e38fb-846b-4669-9437-f25c0f963769253a00f3-2cfe-4a05-931e-4eeb7b07652f,9,Fixed,1,4,2018-04-29 21:58:20 GMT
14b2af8e-075a-4379-9b16-07a1c4e3a1e7bd8e38fb-846b-4669-9437-f25c0f963769f8ac38db-f84b-44ea-b16c-2e7b7383fee6,232,Fixed,1,4,2018-04-29 21:59:21 GMT
14b2af8e-075a-4379-9b16-07a1c4e3a1e7bd8e38fb-846b-4669-9437-f25c0f96376968e19f17-97b9-4f7e-a4c4-dc6a5103a2c5,83,Fixed,1,4,2018-04-29 22:00:47 GMT
967c3fe5-cea6-43ed-8d7c-40545efb18511c6afd1c-7163-42d1-b800-40a374f78df37ac61db7-85ae-4f70-9820-d977e2018131,9,Fixed,1,4,2018-04-30 01:43:49 GMT
e5b2b186-9885-42e4-bd17-563c32fc251170c1fd90-698b-476e-9018-2186b23b3168ff48d80f-2ddc-4c57-9ca0-8b8a326edd67,83,Fixed,1,4,2018-04-30 02:03:59 GMT
f3a07de0-9723-4bf4-8569-d6f7a1d55721b27a2a71-6b6b-437e-bce5-84140249ca25a3b725c9-59ef-493a-8673-b7c6d6afa47d,9,Fixed,1,4,2018-04-30 14:06:46 GMT
1619d080-f3e0-489e-b368-70e4eb8aa70171374ba4-f06d-4751-bf5f-43a7620f203cd8e82824-85af-4b9c-abef-479979f583ad,162,Fixed,1,4,2018-04-30 16:18:04 GMT
3920dc71-5e98-483a-8580-6a63e3519cbe5747810f-0583-4796-8276-93b40f4735c4d6b622cf-764d-4b10-af20-ef84cde6064c,83,Fixed,1,4,2018-04-30 16:47:03 GMT
7d4a43a0-4a69-4c6c-aaea-2ea824f4d021f499c43e-ed6f-4bcf-8d95-41d669891f9b4e82eee1-623d-405f-8a01-380df36cad8d,232,Fixed,1,4,2018-04-30 20:58:35 GMT
cb0e5ee9-d31d-43da-8918-80187d41fbaa474829aa-5f20-4d45-9ba1-ab46f2f17457b9b75b52-1343-4516-b721-9161e1910068,9,Fixed,1,5,2018-05-21 00:28:34 GMT
3466a97c-9381-457f-8868-9407226e0c91e8fdf489-b8de-4bf8-9793-918acae18390b23fd572-cce9-4908-9c50-c38a8e820cc5,83,Fixed,1,5,2018-05-21 01:16:54 GMT
badcb96b-e6a6-4be4-85ac-25bd4549f9af0e4fc55d-e807-42dc-8ae4-7173142ca82bdd95f1a5-f361-4d38-8eb9-7a450f440ca6,232,Fixed,1,5,2018-05-21 01:49:59 GMT
259515b6-8749-4663-9a90-d8f7695f1dcda9b0b2a4-2b3b-4c5f-9ff0-7daa8455914b35c31469-7f7d-44cd-9542-c7a833a6d4d0,9,Fixed,1,5,2018-05-21 02:29:46 GMT
945f9dca-d359-4798-ace5-d93c35515a1e7f694c0e-c6e7-422c-85b5-642355060f5ff68a5955-9471-4505-84fa-1220a4fc00c1,83,Fixed,1,5,2018-05-21 03:40:37 GMT
73ec36c2-f47c-4939-980b-77a91c8e41c8b35669ca-87d4-4954-bdf4-43560dc65b717531f496-f34a-4452-9700-3d627888361e,83,Fixed,1,5,2018-05-21 03:40:40 GMT
73ec36c2-f47c-4939-980b-77a91c8e41c8b35669ca-87d4-4954-bdf4-43560dc65b71300cbd05-c23d-48e7-af4c-46b062ea3ea3,9,Fixed,1,5,2018-05-21 03:41:26 GMT
109cec1a-91e6-46b1-b2b2-80d6f09c9a57aec1b4ee-46a5-45aa-9b90-671a5dca9771d35ae6a1-80f4-42e1-baa2-2cc1bf10688c,165,Fixed,1,5,2018-05-21 04:54:48 GMT
a04023df-46e6-4150-8cb5-833dc72e4235880ef97c-036d-417b-8a33-f46fc3fb7141e474234b-c633-4279-be09-4a03e6540e21,232,Fixed,1,5,2018-05-21 07:21:15 GMT
bc92e960-8c65-4040-9859-bbc9bc6d5e356b845aa0-60de-446d-a76b-b4a4901fcc5fa42a7039-e886-4a57-9f39-59c0368392df,165,Fixed,1,5,2018-05-21 11:37:51 GMT
bc92e960-8c65-4040-9859-bbc9bc6d5e356b845aa0-60de-446d-a76b-b4a4901fcc5ffab97083-229f-4af7-aacb-9905ec590d2c,9,Fixed,1,5,2018-05-21 11:38:10 GMT
d7120950-37ad-41c1-bd9e-730d4a758acf14976fd6-d286-43ba-9002-9ef00498002e66a14009-b0db-42e0-854f-98677ee8a1a1,83,Fixed,1.00E+00,5,2018-05-21 12:17:12 GMT
2b58518e-dc6b-4ea5-b82d-6dff9e102c04a142d17a-7ca9-4d2f-bd36-e6488a377d4cd81c0047-0b06-49a1-a574-8aa5efc5a3ee,83,Fixed,1,5,2018-05-21 12:39:01 GMT
2c9f3e62-e854-442b-85b3-10f9c49ec020c8146d47-cc9b-4a88-830b-362bac735db18c512767-4a95-45d3-9496-ebddd526423d,9,Fixed,1,5,2018-05-21 16:24:46 GMT
400b8184-1951-47ae-9e82-6773dfb9cada9b0c1f61-2885-4c05-aa38-b2aa3a0f1a9bf0dd8b5c-2f6e-46f2-b39e-893a822765ad,9,Fixed,1,5,2018-05-21 17:00:35 GMT
699f654e-7afb-44ae-ad98-19c7d32c0d2c2ba87399-dc40-401a-bd42-9bdc8a3aea560f2e1946-a298-4f06-ad97-64abb068b7a4,232,Fixed,1,5,2018-05-21 17:17:19 GMT
15fe6a85-b82d-4503-89c0-9bd6537d5a94cb044231-97ad-4b92-973f-230c94fc1bad06615938-094f-4a93-8a8a-38207a79b018,83,Fixed,1,5,2018-05-21 17:29:47 GMT
13e4c97e-68e1-49c2-a6c1-ab6708e5935497f71e3e-8e51-47e6-879d-b1f846d49ccfd0bff043-ded4-4041-bfe8-6ade7fdd5a2d,83,Fixed,1,5,2018-05-21 17:46:06 GMT
13e4c97e-68e1-49c2-a6c1-ab6708e5935497f71e3e-8e51-47e6-879d-b1f846d49ccfe5241a80-39aa-4db5-9ba5-9f16da80d626,165,Fixed,1,5,2018-05-21 17:47:42 GMT
2f5ec373-8d37-4f76-b1ca-13ac91d6bbd22a17e8a9-f60d-4e6b-a966-8a1348e50715cbe14ffc-f817-4a6d-88ba-a40503df4645,83,Fixed,1,5,2018-05-21 18:33:20 GMT
e37c2b1f-7a7b-489e-8dfb-6dbede10dbd1a45e8402-e344-4b5a-a17a-ed1c05863dec0a529794-31da-4757-a1c1-c52b1be4b571,9,Fixed,1,5,2018-05-21 21:03:47 GMT
1c315cee-1eff-450e-8f31-c41a8af7a601f73ac0ab-5413-4098-8f34-cfca8de927cbe9f99913-3b83-4583-b087-8f9e5f5ac08a,9,Fixed,1,5,2018-05-21 22:36:28 GMT
3dd1fd4c-7fe4-451f-8294-c3cc5b95bebeaa1d00bf-bd5d-4e72-b861-665a23688708247cbc54-7f5b-4b91-be63-c82cda2cd8d5,83,Fixed,1,5,2018-05-21 23:41:58 GMT
d02960f4-d837-4542-9ab8-91aa5f1afacb01025f68-e78c-46ae-beae-659998d448493cde5d09-f8cd-4de3-8154-53a870499617,232,Fixed,1,5,2018-05-22 00:45:28 GMT
1f659ea8-4f05-46ee-81ab-60fc59e98e2cbee19569-a180-42f8-8b28-d765f5f1e6aadd013341-b0da-4b5b-ac7d-c0744b866ccb,9,Fixed,1,5,2018-05-22 01:18:01 GMT
15e7dcf8-789c-4e90-849e-afda544224ae12bab21e-4a0b-431f-ac8a-9d91f721fc534a084bac-a492-404e-a882-de57b203408b,9,Fixed,1,5,2018-05-22 01:19:57 GMT
b5cd6edf-fa0e-4ffa-96ca-691957faac6a4d419120-d52f-4c9b-8a93-fceb942e4c190a898200-2546-4bdb-a3a0-0d286e174e1c,9,Fixed,1,5,2018-05-22 02:01:00 GMT
7ee9c603-b17e-4a6d-b2c4-9caf0b9243e048b830fc-eff3-4dea-831b-21d363609cb4bbaf4afc-9693-47b6-8dd0-cb1598012796,165,Fixed,1,5,2018-05-22 03:23:42 GMT
32d2ddc4-1169-4fb0-9481-7d1697010252d974cec3-0444-4d9b-867d-95d1c73c99dcdaf8b551-8bc0-4a84-8a62-7e486db6c1a2,9,Fixed,1,5,2018-05-22 06:47:07 GMT
